item_id,L1,en_target_word,en_target_pos,en_target_clue,L1_source_word,L1_context,GLMM_score
27,de,panel,noun,p____,Team (nicht: team),Ein Expertenteam beurteilt die Eignung der Kandidaten.,-3.620795374
28,de,slice,noun,s____,Scheibe,Kannst du mir auch bitte noch eine Scheibe Brot abschneiden?,0.781253939
29,de,sperm,noun,s____,"Samen (nicht: semen, seeds)","Wenn Samen auf eine gesunde Eizelle trifft, kommt es zur Befruchtung und ein Baby beginnt zu entstehen.",-0.665605007
30,de,vietnamese,adjective,v_________,vietnamesisch,Sie liebt die vietnamesische Küche.,-0.455851144
31,de,murdering,adjective,m________,Mord,Er wurde des Mordes an seiner Frau und seinem Kinde angeklagt.,-2.452214195
32,de,smile,noun,s____,Lächeln,Sie begrüßten uns mit einem breiten Lächeln in ihren Gesichtern.,3.23037624
33,de,blinding,adjective,b_______,"blendend, grell",Ich muss die Augen schließen. Das Licht ist grell.,-1.829146773
34,de,remarkable,adjective,r_________,bemerkenswert,"Das Stück, das gerade im Theater läuft, ist wirklich sehr bemerkenswert.",-0.540535459
35,de,chart,noun,c____,"Diagramm, Grafik, grafische Darstellung (nicht: graph)",Die aktuellen Geburtsraten sind in der Grafik auf Seite 19 dargestellt.,-1.580679661
36,de,jumper,noun,j_____,Pullover (nicht: pullover),Er zieht einen warmen Pullover über.,-0.684106069
37,de,remind,verb,r_____,erinnern,Das Gebäude erinnert an frühere Zeiten.,0.367602909
38,de,nonsense,noun,n_______,Unfug,Glaubst du den Unfug über Ufos?,0.382553342
39,de,stunning,adjective,s_______,atemberaubend,Sie kam in einem atemberaubenden Kleid zur Preisverleihung.,-1.399462542
40,de,tea,noun,t__,Tee,Wie wäre es mit einer Tasse Tee?,2.037427671
41,de,housekeeping,noun,h___________,Haushalt,Mein Mann und ich teilen uns den Haushalt.,-2.656339942
42,de,mayor,noun,m____,Bürgermeister,Die Stadt hat eine neue Bürgermeisterin.,-0.937601484
43,de,countryside,noun,c__________,Land,"Auf dem Land gibt es viele Bauern, die Gemüse anbauen.",0.469227471
44,de,lighter,noun,l______,Feuerzeug,Susanne zündet sich die Zigarette mit einem Feuerzeug an.,0.790146502
45,de,drama,noun,d____,Drama,Gestern habe ich ein packendes Fernsehdrama gesehen.,2.487187575
46,de,push,verb,p___,schieben,Voller Vorfreude schiebt er den Einkaufswagen durch den Markt.,0.899060632
47,de,unglamorous,adjective,u__________,glanzlos,Das Mittagessen war eine glanzlose Angelegenheit.,-3.561702273
48,de,subtle,adjective,s_____,fein,Die Bedeutungsunterschiede zwischen diesen zwei Wörtern ist wirklich sehr fein.,-2.892769889
49,de,stem,noun,s___,Stamm,Diese Rosen haben einen sehr dicken Stamm.,-1.565453345
50,de,claim,verb,c____,etw behaupten,"Der Reporter behauptet, dass die Aufstände bereits vorbei wären.",-0.073637248
51,de,inviting,adjective,i_______,"einladend, ansprechend",Der ansprechende Pool lädt zum Verweilen ein.,-0.422869382
52,de,aboard,preposition,a_____,an Bord,Der Zug fährt gleich ab. Kommen Sie an Bord!,0.225140572
53,de,carefully,adverb,c________,vorsichtig,Sie ging vorsichtig die Straße entlang.,0.634880408
54,de,separate,verb,s_______,trennen,Der Lehrer trennt die beiden streitenden Schülerinnen und versucht sie zu beruhigen.,-1.150721647
55,de,hangover,noun,h_______,Kater,Er hat gestern Nacht zu viel getrunken und hat deshalb heute einen Kater.,-0.128627389
56,de,delegate,noun,d_______,Delegierter,Die Delegierten erschienen pünktlich zur Versammlung.,-0.341267955
57,de,lock,noun,l___,Schloss,Ich schütze mein Fahrrad mit einem Schloss vor Diebstahl.,1.049578673
58,de,every,misc,e____,jeder,Jede Stunde klingelt die Glocke.,1.498761596
59,de,terrorist,adjective,t________,"terroristisch, Terror-",Es war der schlimmste Terroranschlag seit langem.,-1.436285385
60,de,wonder,verb,w_____,sich (etwas) fragen,"Ich frage mich, warum sie gekündigt hat.",0.990040296
61,de,hypersensitive,adjective,h_____________,überempfindlich,Die überempfindliche Reaktion der Frau ist nicht nachzuvollziehen.,-1.30462693
62,de,drop,verb,d___,etw fallen lassen,Die Jugendlichen lassen Steine von der Brücke fallen.,0.281646046
63,de,note,verb,n___,etw bemerken,"Ich bemerkte, dass ich meinen Schal verloren hatte.",0.469391675
64,de,sky,noun,s__,Himmel,"Die Luft ist dermaßen trocken, dass keine einzige Wolke am Himmel zu sehen ist.",2.392998918
65,de,sigh,noun,s___,Seufzer,"Als die Wahlergebnisse bekannt wurden, ging ein Seufzer der Erleichterung durch die Menge.",-0.172713646
66,de,scared,adjective,s_____,"bang, ängstlich",Ich habe ihn immer als recht ängstlichen Jungen in Erinnerung.,-1.032633751
67,de,globally,adverb,g_______,global,"Global gesehen, hat sich die Wirtschaft stark verändert.",0.73008275
68,de,select,adjective,s_____,ausgewählt,Einige ausgewählte Studierende können an der Exkursion teilnehmen.,-0.214675885
69,de,roman,adjective,r____,römisch,Die römischen Soldaten haben in Großbritannien viele Wälder gerodet.,0.807918468
70,de,racial,adjective,r_____,Rassen-,Als Verein wollen wir uns ganz besonders gegen Rassendiskriminierung einsetzen.,-1.971714609
71,de,vibrator,noun,v_______,Vibrator,Er hatte noch nie einen Vibrator gesehen.,1.609188498
72,de,clever,adjective,c_____,"klug, gescheit, schlau",Der Junge begreift neue Dinge sehr schnell. Er ist extrem klug. ,2.347184888
73,de,outlook,noun,o______,Aussicht,Die Aussicht für die Zukunft ist positiver als angenommen.,-1.618262594
74,de,study,verb,s____,studieren,Er studierte an drei unterschiedlichen Universitäten.,1.328578962
75,de,continuing,adjective,c_________,"ständig, anhaltend (nicht: constant)",Die anhaltende Waffenruhe wirkt sich positiv auf die Bewohner der betroffenen Gegend aus.,-3.329180236
76,de,contract,verb,c_______,"schrumpfen, zusammenziehen",Muskeln ziehen sich bei Kälte zusammen.,-0.91317109
77,de,suggestive,adjective,s_________,zweideutig,"Sie machte eine zweideutige Bemerkung und machte eine sehr eindeutige Geste, die alle erröten ließ.",-3.309763679
78,de,kitchen,noun,k______,Küche,Die Mutter kocht in der Küche.,2.945735177
79,de,historical,adjective,h_________,historisch,Das Ereignis muss auch in seinem historischen Kontext gesehen werden.,1.348278335
80,de,reverse,verb,r______,"rückgängig machen, umkehren",Nur dieses Medikament kann die Symptome langfristig rückgängig machen.,-1.214519941
81,de,manufacture,verb,m__________,etw herstellen,Die Fabrik stellt Schuhe her.,-0.545605345
82,de,unfashionable,adjective,u____________,unzeitgemäß,"Sie bewunderte seinen Stil, auch wenn er etwas unzeitgemäß war.",-3.338124843
83,de,curtain,noun,c______,Vorhang,"Schließe den Vorhang und schalte das Licht aus, dann können wir mit dem Film beginnen.",0.745244301
84,de,converter,noun,c________,"Umwandler, Umrechner","Ich benutze einen Umrechner im Internet, um herauszufinden wie viel 50 Euro in britischen Pfund sind.",-1.8071745
85,de,sticky,adjective,s_____,klebrig,Die Arbeitsplatte in der Küche ist ganz klebrig und muss geputzt werden.,0.019868085
86,de,concentrated,adjective,c___________,konzentriert,Man braucht nur wenig von dem konzentrierten Waschmittel.,0.907872582
87,de,cone,noun,c___,Kegel,Wir zeichneten einen Kegel laut der Anleitung des Geometrielehrers.,-1.606850613
88,de,straight,adverb,s_______,direkt,"Sie soll bitte direkt nach Hause gehen, wenn sie diese Nachricht erhält.",-0.080794948
89,de,broadcasting,noun,b___________,"Rundfunk, Fernsehen","Der Rundfunksender spielt vor allem klassische Musik und kaum Werbung, darum mag ich ihn so. ",-0.959177517
90,de,travel,verb,t_____,reisen,"Er liebt es, mit dem Zug zu reisen.",2.191565648
91,de,exhibition,noun,e_________,Ausstellung,Wir besuchten gemeinsam die Ausstellung des Künstlers.,-0.260603203
92,de,injection,noun,i________,Spritze,Sie braucht eine tägliche Spritze Insulin.,0.366525629
93,de,daddy,noun,d____,"Papa, Vati (nicht: father)",Ich nenne meinen Vater PapI.,2.960306817
94,de,adult,noun,a____,Erwachsener,Tickets für Erwachsene kosten 12 Euro.,2.608008065
95,de,turbulence,noun,t_________,Unruhe,Es war eine Zeit der politischen Unruhe in der Geschichte des Landes.,-2.935482449
96,de,authenticity,noun,a___________,Echtheit,Ich zweifle die Echtheit dieses Dokuments an.,-1.465491744
97,de,ten,number,t__,zehn,Sie hat zehn Knödel gegessen.,2.744341337
98,de,barrier,noun,b______,"Absperrung, Schranke",Die Schranke des Bahnübergangs ist geschlossen.,-0.407523044
99,de,comment,noun,c______,"Kommentar, Bemerkung",Bitte hör jetzt auf mit deinen sarkastischen Kommentaren. ,0.390577733
100,de,english,adjective,e______,englisch,Ich lese ein englisches Buch.,4.252493959
101,de,elite,noun,e____,Elite,Meine Kinder machten ihren Abschluss an einer Eliteuniversität.,3.941696937
102,de,snap,verb,s___,reißen,In genau diesem Moment riss das Seil und die Fracht fiel ins Wasser.,-2.986326142
103,de,life,noun,l___,Leben,Jedes Leben ist kostbar.,1.246002231
104,de,sure,adjective,s___,sicher,"Weißt du, wo Maria ist? – Nein, ich bin mir nicht sicher. ",1.311924746
105,de,promise,verb,p______,versprechen,"Du musst mir versprechen, dass du jeden Tag anrufst.",1.483731544
106,de,fight,verb,f____,kämpfen,Mein Großvater kämpfte im Zweiten Weltkrieg.,0.907172443
107,de,doubt,noun,d____,"Zweifel, Unsicherheit",Ich bin voller Zweifel.,0.486817888
108,de,vivid,adjective,v____,anschaulich,Wir hörten einen anschaulichen Bericht über die Ereignisse.,-2.207585202
109,de,spectacular,adjective,s__________,atemberaubend,Die Aussicht vom Gipfel aus war wirklich atemberaubend.,-3.648614079
110,de,overlook,verb,o_______,"jdn/etw übersehen, nicht bemerken",Ich habe das Kind beim Zebrastreifen fast übersehen.,-1.240045421
111,de,graduate,verb,g_______,einen Abschluss machen,Sie hat an der Universität in Wien ihren Abschluss gemacht.,0.34612255
112,de,strain,verb,s_____,belasten,Der lange Abstieg ins Tal belastet die Kniegelenke.,-2.930150002
113,de,associated,adjective,a_________,"verbunden, assoziiert, in Verbindung gebracht",Die Gesellschaft und die mit ihr verbundenen Unternehmen werden überprüft.,-0.121909851
114,de,weave,verb,w____,weben,"Er brauchte Monate, um diesen Teppich zu weben.",-1.207930443
115,de,collection,noun,c_________,Sammlung,Anna hat eine riesige Sammlung von antiken Büchern zu Hause.,0.890344881
116,de,shotgun,noun,s______,Schrotflinte,Der Täter besaß eine Schrotflinte und benutzte ein Motorrad als Fluchtfahrzeug.,-1.240926653
117,de,assess,verb,a_____,"etw einschätzen, beurteilen","Das Team versuchte einzuschätzen, ob er für den Job geeignet ist.",-2.224351724
118,de,subjectively,adverb,s___________,subjektiv,Jeder legt diese Aufgabe subjektiv aus und kommt zu einem anderen Ergebnis.,-1.040160185
119,de,necessity,noun,n________,Notwendigkeit,Für viele Menschen ist eine Tasse Kaffee am frühen Morgen eine Notwendigkeit. ,-1.624880493
120,de,consist,verb,c______,in etw bestehen,"Für sie besteht Glück darin, eine gesunde und glückliche Familie zu haben.",-1.247711226
121,de,return,noun,r_____,Rückkehr,Nach seiner Rückkehr feierten wir ein großes Fest.,0.923223478
122,de,store,verb,s____,lagern,Meine Mutter lagert hunderte Gläser mit Marmelade im Keller.,0.012807918
123,de,cowboy,noun,c_____,Cowboy,Der Cowboy reitet auf einem Pferd.,2.267141762
124,de,stock,noun,s____,Lager,Wir sollten dieses Produkt auf Lager haben.,-1.764276789
125,de,hate,noun,h___,Hass,Er schaute sie voller Hass an.,2.871450697
126,de,boil,verb,b___,kochen,"Gib die Spaghetti erst ins Wasser, wenn es richtig kocht.",0.918178965
127,de,chill,noun,c____,"Kühle, Kälteschauer",Sie trug einen dicken Mantel gegen den Kälteschauer.,-2.50543436
128,de,inactivity,noun,i_________,Untätigkeit,Ich muss etwas gegen die Untätigkeit dieser Kinder unternehmen.,-1.659459381
129,de,converted,adjective,c________,umgewandelt,Die umgewandelte Datei funktioniert nicht auf meinem Computer.,-1.267158248
130,de,materialize,verb,m__________,sich verwirklichen,Der angekündigte Lehrermangel hat sich nie verwirklicht.,-3.225969896
131,de,youngster,noun,y________,Jugendlicher,Der Film ist für einen Jugendlichen geeignet.,-0.734387441
132,de,submit,verb,s_____,einreichen,Nächste Woche werden wie den Antrag einreichen.,-1.474098776
133,de,crying,noun,c_____,"Weinen, Schreien",Das Weinen hatte kein Ende.,2.491881176
134,de,warmly,adverb,w_____,warm,"Zieht euch warm an, ihr seid die Kälte hier nicht gewohnt.",-1.24388308
135,de,per,preposition,p__,pro,Die Firma zahlt ihm 15 Euro pro Stunde.,1.250259614
136,de,quantum,noun,q______,Quäntchen,Dieses Ergebnis nahm ihm das letzte Quäntchen Hoffnung.,-2.242341884
137,de,stack,noun,s____,Stapel,"Der Stapel an ungeöffneten Briefen fällt einem sofort auf, wenn man in das Büro kommt.",-1.470396402
138,de,archive,noun,a______,Archiv,Im Archiv werden viele wichtige Dokumente und Akten gelagert.,1.518879993
139,de,irritate,verb,i_______,"jdn ärgern, reizen",Ich bin total entspannt. Du kannst mich mit deinen blöden Kommentaren nicht reizen. ,-0.945752121
140,de,catastrophe,noun,c__________,"Desaster, schweres Unglück, Naturereignis mit verheerenden Folgen (nicht: disaster)",Die letzten Überschwemmungen waren ein Naturereignis mit verheerenden Folgen.,-1.257276239
141,de,click,verb,c____,klicken,"Als wir uns der Sehenswürdigkeit näherten, hörten wir die Kameras klicken. ",2.348575044
142,de,not,not-no,n__,nicht,Sandra hat heute nicht angerufen.,4.060356116
143,de,probably,adverb,p_______,wahrscheinlich (nicht: possibly),Er geht gerade nicht ans Telefon. Er ist wahrscheinlich im Keller.,-0.891838076
144,de,judge,verb,j____,"jdn/etw beurteilen, einschätzen",Die Firmen werden aufgrund ihrer Erfolge beurteilt.,0.525559573
145,de,chronologically,adverb,c______________,chronologisch,Die Ereignisse sind chronologisch geordnet.,-0.933732761
146,de,static,adjective,s_____,statisch,Die Verkaufszahlen für dieses Modell sind statisch.,0.956895512
147,de,contract,noun,c_______,Vertrag,Sie bekam sofort einen unbefristeten Arbeitsvertrag.,0.335387387
148,de,feminism,noun,f_______,Feminismus,Der Feminismus kämpft für die Rechte der Frauen.,1.002312137
149,de,webpage,noun,w______,Internetseite,"Wir haben im Kurs gelernt, wie man eine Internetseite erstellt. (NICHT: Website)",-2.451129424
150,de,receive,verb,r______,erhalten,Wir haben Ihre Bestellung gestern erhalten.,-0.179803142
151,de,tiny,adjective,t___,winzig,Nur eine winzige Minderheit vertritt diese Ansicht.,1.10215892
152,de,policy,noun,p_____,Strategie,Die Geschäftsleitung arbeitet gerade an einer neuen Strategie.,-3.136131713
153,de,secondly,adverb,s_______,zweitens,Erstens ist das Wetter heute prächtig und zweitens solltet ihr alle ohnehin an die frische Luft.,0.32527474
154,de,mystic,noun,m_____,Mystiker,Die Mystikerin glaubt an eine Verschwörung.,0.190760313
155,de,promise,noun,p______,Versprechen,Er hat sein Versprechen eingelöst und mit ihnen einen Ausflug aufs Land gemacht.,1.420142049
156,de,mortality,noun,m________,Sterblichkeit,Das oberste Ziel ist die Senkung der Kindersterblichkeit.,0.153215908
157,de,nylon,noun,n____,Nylon,Die Schneiderin näht mit einem Nylonfaden.,1.735932066
158,de,substantial,adjective,s__________,wesentliche (nicht: significant),Wir gehen hier ein wesentliches Risiko ein.,-2.823917771
159,de,rigid,adjective,r____,starr,Das Metall war äußerst starr und hart.,-1.850446056
160,de,deed,noun,d___,Tat,Er hat eine gute Tat vollbracht.,-0.945808662
161,de,developer,noun,d________,Bauunternehmer,Sie arbeitet als Bauunternehmerin in Kanada.,-2.81171856
162,de,receptive,adjective,r________,empfänglich,Er war als Chef immer empfänglich für neue Ideen.,-2.758859511
163,de,strongly,adverb,s_______,stark,"Meinem Vater wurde stark empfohlen, seine Ernährung umzustellen.",-0.224507612
164,de,relatively,adverb,r_________,verhältnismäßig,Diese Prüfung war verhältnismäßig einfach.,-0.428989944
165,de,occupy,verb,o_____,etw bewohnen,Die Familie Müller bewohnt diese Farm seit Jahrzehnten.,-2.163293317
166,de,nightmare,noun,n________,Albtraum,Das Kind hatte einen bösen Albtraum.,1.208062765
167,de,mobilization,noun,m___________,Mobilmachung,Die Gruppe hat sich für die Mobilmachung der Wirtschaft eingesetzt. ,-2.786846584
168,de,mine,misc,m___,mein,Das Weinglas auf dem Tisch ist meins. ,3.082731392
169,de,phoenix,noun,p______,Phönix,Die Phönix ist das Sinnbild der Unsterblichkeit.,0.412789654
170,de,maybe,adverb,m____,vielleicht,Es kamen vielleicht zwanzig Leute zu seiner Feier.,1.836711205
171,de,vocally,adverb,v______,"vernehmlich, lautstark",Viele Menschen protestierten vernehmlich gegen die Pläne der Regierung.,-3.813078126
172,de,dreamer,noun,d______,"Traumtänzer, Träumer",Du bist ein Träumer!,2.603526089
173,de,experimental,adjective,e___________,experimentell,Der neuen Methode sind jahrelange experimentelle Versuche vorausgegangen.,0.226406226
174,de,pure,adjective,p___,rein,Wir konnten mehrere Klumpen reines Gold aus dem Fluss sieben.,2.491420746
175,de,electric,adjective,e_______,elektrisch,Sie kauften einen elektrischen Bohrer.,2.59316423
176,de,fellow,noun,f_____,Kerl (nicht: guy),Er ist ein netter Kerl.,-1.487760623
177,de,encouraging,adjective,e__________,ermutigend,Seine Worte waren ermutigend.,-0.799885037
178,de,tilt,verb,t___,"neigen, kippen","Die Sitze kippen nach vorne, wenn man diesen Hebel betätigt.",-1.944515913
179,de,furiously,adverb,f________,wütend,Der wütende Mann konnte sich nur langsam beruhigen.,-2.786763654
180,de,effective,adjective,e________,"wirksam, erfolgreich",Das ist ein wirksames Medikament.,-1.980998654
181,de,explicitly,adverb,e_________,"deutlich, ausdrücklich","Ich sagte ihm ausdrücklich, dass er an diesem Tag an der Veranstaltung teilnehmen musste.",-1.971437787
182,de,merger,noun,m_____,Fusion,Die Fusion der beiden Firmen ist bereits abgeschlossen.,-2.416662902
183,de,soon,misc,s___,bald,Bitte schicke mir die E-Mail so bald wie möglich.,2.712899134
184,de,regenerate,verb,r_________,"wiederbeleben,  regenerieren (nicht: revitalize)","Die Gelder werden dafür verwendet, den Ortskern wiederzubeleben.",-2.394661815
185,de,mind,noun,m___,Verstand,Die alte Frau hat ihren Verstand verloren.,0.96993815
186,de,train,noun,t____,Zug,Ich muss den Zug nach Edinburgh unbedingt erreichen.,3.276458368
187,de,brutality,noun,b________,Brutalität,Die Brutalität des Überfalls ist unfassbar.,1.444546624
188,de,niche,noun,n____,"Stelle, Platz",Ich habe die richtige Stelle für dich gefunden. Du solltest dich für diesen Job bewerben.,-3.86907664
189,de,implement,verb,i________,"etw einführen, umsetzen",Der Chef hat die neuen Regelungen nie umgesetzt.,-2.356797266
190,de,mozzarella,noun,m_________,Mozzarella,Ich hätte gerne einen Tomaten-Mozzarella-Salat.,0.858594922
191,de,pledge,verb,p_____,sich verpflichten [nicht: promise],Deutschlands Regierung verpflichtet sich zu sofortigen Hilfsmaßnahmen.,-2.729649021
192,de,presence,noun,p_______,"Anwesenheit, Vorhandensein",Die Lehrerin nahm meine Anwesenheit nicht zur Kenntnis.,-0.411402875
193,de,thing,noun,t____,Ding,"Leg dieses Ding weg, wenn ich mich mit dir unterhalte!",2.30673801
194,de,irregular,adjective,i________,unregelmäßige,Man kann nur unregelmäßige Herztöne hören.,0.684100882
195,de,shocked,adjective,s______,erschüttert,Die erschütterten Augenzeugen standen betreten neben dem Unfallort.,-1.301240446
196,de,less,adverb,l___,weniger,Du solltest eindeutig mehr lernen und weniger mit mir diskutieren.,2.235780849
197,de,unhealthy,adjective,u________,kränklich,Ihre Haut sah blass und kränklich aus.,-0.633311762
198,de,compliance,noun,c_________,gemäß,Die Arbeit wurde gemäß der Gebäudevorschriften renoviert.,-4.758644309
199,de,clinic,noun,c_____,Klinik,Sie lässt sich in einer geburtsvorbereitenden Klinik beraten.,1.900717954
200,de,rental,noun,r_____,Mietbetrag,Der Mietbetrag für dieses Auto ist wirklich verhältnismäßig sehr günstig.,-0.960264824
201,de,quarter,noun,q______,Viertel,Es ist Viertel vor fünf.,1.54051535
202,de,pregnancy,noun,p________,Schwangerschaft,"Eine geplante Schwangerschaft ist ein guter Grund, um regelmäßig Sport zu treiben.",0.535093449
203,de,underscore,verb,u_________,unterstreichen,Ihr könnt die wichtigsten Wörter rot unterstreichen.,-3.504409281
204,de,testing,noun,t______,Prüfen,Das Prüfen und Beurteilen sind wichtige Elemente des Schulbetriebs.,-0.133856095
205,de,society,noun,s______,Gesellschaft,In einer modernen Gesellschaft kann der Einzelne mehr über das eigene Leben entscheiden als in einer rückständigen Gesellschaft.,0.715100703
206,de,capitalist,adjective,c_________,Kapitalist,"Ein Kapitalist ist bemüht, seinen Reichtum und Wohlstand zu vergrößern. ",1.422369512
207,de,suspicious,adjective,s_________,misstrauisch,Er warf ihr einen misstrauischen Blick zu.,-1.445741026
208,de,crack,noun,c____,Riss,Unsere neue Dachterrasse hat schon Risse.,-1.265597214
209,de,popular,adjective,p______,beliebt,Diese Marke ist gerade bei Jugendlichen sehr beliebt.,0.759598866
210,de,rat,noun,r__,"oft gefürchtetes Nagetier mit langem, dünnem Schwanz, das besonders in Kellern und der Kanalisation lebt",Dieses Nagetier hat in der Kanalisation unserer Stadt leider Überhand gewonnen und muss wieder zurückgedrängt werden.,1.262105167
211,de,head,noun,h___,Kopf,Beim Sturz hat er sich am Kopf verletzt.,1.250933369
212,de,confirmation,noun,c___________,Bestätigung,Ich habe die Versandbestätigung per Mail erhalten.,0.028352469
213,de,reasonably,adverb,r_________,ziemlich [nicht: relatively],"Wir sind uns ziemlich sicher, dass wir das Problem bald lösen können.",-3.653213321
214,de,migrant,noun,m______,Zuwanderer,Europa hat viele Zuwanderer aufgenommen.,1.166091161
215,de,female,noun,f_____,Frau (nicht: woman),"Der Zahnarzt dachte, dass ich eine von den hysterischen Frauen wäre.",0.445070789
216,de,reinforce,verb,r________,verstärken,Die guten Gespräche verstärken die freundschaftliche Beziehung zwischen den beiden Ländern.,-2.294051803
217,de,leather,noun,l______,Leder,Dieser Schuh ist aus Leder.,1.623956916
218,de,relieve,verb,r______,"lindern, erleichtern","Um diese Kopfschmerzen zu lindern, müssen die Tabletten rechtzeitig eingenommen werden.",-2.261722465
219,de,shelf,noun,s____,Regal,Sie baute ein Regal aus Ziegelsteinen und alten Holzpaletten.,-0.539186349
220,de,tactic,noun,t_____,Strategie,Wegschauen ist hier wohl die falsche Strategie.,-1.919439291
221,de,ironic,adjective,i_____,ironisch,Das war eine ironische Aussage.,1.673691579
222,de,accelerator,noun,a__________,Gaspedal,Ich drückte vorsichtig auf das Gaspedal des Autos.,-1.426682667
223,de,preservative,noun,p___________,Konservierungsmittel,Das Produkt ist frei von künstlichen Geschmacksträgern und Konservierungsmitteln.,-2.21110025
224,de,press,verb,p____,drücken,Drücken Sie fest eine Handfläche gegen die andere.,0.206729441
225,de,awful,adjective,a____,"furchtbar, schrecklich (nicht: terrible)",Ich habe eine furchtbare Nacht hinter mir. Ich habe überhaupt nicht geschlafen.,-0.151370624
226,de,fire,verb,f___,etw abfeuern,Er feuerte die Handschusswaffe ab.,1.804406204
227,de,digitally,adverb,d________,digital,Die Daten sind alle digital erfasst.,0.15430736
228,de,methodology,noun,m__________,Methodik,Unser Trainer ist dieser neuen Methodik gegenüber aufgeschlossen.,-1.82161048
229,de,overcharge,verb,o_________,jdm zu viel berechnen,"Ich bin mir ziemlich sicher, dass der Verkäufer mir zu viel für die Vase berechnet hat. ",-2.131378649
230,de,path,noun,p___,"Weg, Pfad",Es führt ein steiler Weg zu der Hütte.,0.355213184
231,de,use,noun,u__,Verwendung,Die Verwendung von biologischen Waffen wurde international verboten.,2.347787302
232,de,base,verb,b___,"seinen Sitz haben, stationiert sein",Wo wird dein Büro seinen Sitz haben?,-0.7080428
233,de,commit,verb,c_____,etw begehen,"Der Student beschreibt in seiner Bachelorarbeit die Gründe, warum Menschen Verbrechen begehen. ",-0.351582395
234,de,exchange,verb,e_______,etw austauschen,Die Geschäftsleute tauschen ihre Kontaktdaten aus.,0.294568117
235,de,helper,noun,h_____,Helfer,Ich habe Kuchen und Kaffee für die Helfer vorbereitet.,2.562718002
236,de,dress,noun,d____,Kleid,Die Frau hatte ein blaues Kleid an.,3.007146155
237,de,accidental,adjective,a_________,"zufällig, versehentlich",Diese Entdeckung war völlig zufällig.,-1.588982995
238,de,hover,verb,h____,schweben,Das Flugzeug hat noch keine Landeerlaubnis erhalten und schwebt in der Luft. ,-1.139925317
239,de,grill,noun,g____,Grill (nicht: broiler),Ich brate das Hähnchen auf dem Grill an. ,1.854756648
