item_id,L1,en_target_word,en_target_pos,en_target_clue,L1_source_word,L1_context,GLMM_score
158,es,substantial,adjective,s__________,considerable (no: significant),Pagué una suma considerable por este diamante.,-3.105227429
159,es,rigid,adjective,r____,inflexible,Este programa de estudios es inflexible y muy estrecho de miras.,-1.31040027
160,es,deed,noun,d___,acto,Trato de realizar un acto bondadoso todos los días.,-1.658593719
161,es,developer,noun,d________,promotor,Un promotor está construyendo casa nuevas en el pueblo.,-1.469433791
162,es,receptive,adjective,r________,dispuesto a escuchar,Siempre estaba dispuesto a escuchar a la gente y a las nuevas ideas.,-2.054181513
163,es,strongly,adverb,s_______,fuertemente,El estilo del músico está fuertemente influenciado por el jazz.,0.663193884
164,es,relatively,adverb,r_________,comparativamente,"Para mí el examen fue comparativamente fácil, por lo menos más que el de ayer.",-1.094365169
165,es,occupy,verb,o_____,llenar,La cama parecía llenar la habitación entera.,-1.189227951
166,es,nightmare,noun,n________,pesadilla,"Anoche soñé que tenía que hacer un examen, ¡vaya pesadilla!",1.50918796
167,es,mobilization,noun,m___________,movilización,Vamos a organizar una movilizacion para buscar resolver el problema de esta nevada tan tremenda.,-3.555244208
168,es,mine,misc,m___,mío,¿De quién es este libro?  ¡Es mío!,3.18562666
169,es,phoenix,noun,p______,fénix,La mascota de Dumbledore era un fénix llamado Fawkes,0.411411443
170,es,maybe,adverb,m____,quizás,El paquete debería llegar en dos o quizás tres días.,2.517623897
171,es,vocally,adverb,v______,expresivamente,Protestaron expresivamente por el cierre del hospital local.,-3.458840533
172,es,dreamer,noun,d______,soñador,Pedro es un soñador.,3.000411231
173,es,experimental,adjective,e___________,experimental,Es una obra de teatro experimental que no gusta a todo el público.,2.261599489
174,es,pure,adjective,p___,puro,El collar estaba hecho de oro puro,2.508710411
175,es,electric,adjective,e_______,eléctrico,Tengo una nueva guitarra eléctrica,3.91302551
176,es,fellow,noun,f_____,tipo,Mi jefe es un tipo genial.,-1.174738417
177,es,encouraging,adjective,e__________,alentadora,La noticia fue bastante alentadora y nos pusimos contentos.,-1.679493802
178,es,tilt,verb,t___,inclinar,Para escuchar atentamente el hombre tuvo que inclinar la cabeza.,-2.03499195
179,es,furiously,adverb,f________,rabiosamente,¡Tenías que habérmelo contado! - dijo rabiosamente.,0.26535282
180,es,effective,adjective,e________,eficaz,Esta pastilla es muy eficaz contra el dolor de cabeza.,-2.256233691
181,es,explicitly,adverb,e_________,explícitamente,Esta petición se hace explícitamente para que la vote todo el mundo.,-0.227041975
182,es,merger,noun,m_____,unión,La unión de las dos empresas resultó en una pérdida considerable de empleos.,-2.139597972
183,es,soon,misc,s___,pronto,Llegaremos tan pronto como nos sea posible.,2.854313871
184,es,regenerate,verb,r_________,regenerar,Usaremos el dinero para regenerar la zona.,0.523962892
185,es,mind,noun,m___,mente,Tiene una mente brillantísima.,2.291277374
186,es,train,noun,t____,tren,El tren sale del andén número siete.,3.926496539
187,es,brutality,noun,b________,violencia,Hubo muchos casos de violencia policial.,-1.808073978
188,es,niche,noun,n____,lugar justo,La compañía ha encontrado un lugar justo en el mercado para el nuevo producto.,-2.402510864
189,es,implement,verb,i________,aplicar,Voy a aplicar los cambios el mes que viene.,-0.855470489
190,es,mozzarella,noun,m_________,mozzarella,El queso mozzarella generalmente se sirve con tomates y albahaca.,2.312884109
191,es,pledge,verb,p_____,comprometerse,El grupo va a comprometerse a continuar con su campaña.,-3.77080731
192,es,presence,noun,p_______,asistencia,Tenemos que confirmar nuestra asistencia a la conferencia.,-0.070901889
193,es,thing,noun,t____,cosa,¿Qué es esa cosa ahí encima de la mesa?,2.284663354
194,es,irregular,adjective,i________,variable,Hacer una vida tan variable como haces no es nada sano.,-3.247687997
195,es,shocked,adjective,s______,escandalizado,Pepe está escandalizado por el comportamiento de su hijo.,-1.718794498
196,es,less,adverb,l___,menos,Yo soy menos inteligente que mi hermana.,2.997626587
197,es,unhealthy,adjective,u________,malsano,Tiene un estilo de vida bastante malsano.,0.733380048
198,es,compliance,noun,c_________,cumplimiento,Hay que descalzarse antes de entrar en cumplimiento de la legislación vigente.,-2.807005927
199,es,clinic,noun,c_____,clínica,Tuvimos que ir a la clínica más cercana para que atiendiera la urgencia,4.07359129
200,es,rental,noun,r_____,alquiler,No tenemos suficiente dinero para pagar el alquiler.,-0.487687119
201,es,quarter,noun,q______,cuarto,Tenemos que estar en casa faltando un cuarto para las dos,2.706161962
202,es,pregnancy,noun,p________,embarazo,Tuvo un embarazo muy difícil pero todo salió bien al final.,1.249811386
203,es,underscore,verb,u_________,subrayar,No te olvides de subrayar las palabras más importantes.,-3.611517579
204,es,testing,noun,t______,pruebas,Fui al hospital para hacerme algunas pruebas.,-0.811228688
205,es,society,noun,s______,sociedad,Lamentablemente el racismo sigue existiendo en la sociedad parisina,2.873807019
206,es,capitalist,adjective,c_________,capitalista,Los bancos fueron creados por capitalistas en el siglo XIX,1.557255675
207,es,suspicious,adjective,s_________,sospechosa,El banco bloqueó una transacción sospechosa.,0.12268323
208,es,crack,noun,c____,grieta,Había una grieta enorme en el suelo después del terremoto.,-0.926928461
209,es,popular,adjective,p______,querido,Es un cantante inmensamente querido en su país.,-1.314632797
210,es,rat,noun,r__,roedor,"La policía le ha cogido al final, como un roedor en una trampa.",1.649923106
211,es,head,noun,h___,cabeza,Siempre tiene la cabeza llena de pájaros.,2.70097493
212,es,confirmation,noun,c___________,validación,El hotel nos ha mandado la validación de nuestra reserva.,0.20719158
213,es,reasonably,adverb,r_________,razonablemente,"Vamos a hablar de esto razonablemente, sin enfadarnos.",-0.605728064
214,es,migrant,noun,m______,emigrante,A pesar de ser una emigrante ella pud conseguir un buen trabajo,1.556822844
215,es,female,noun,f_____,hembra,El cachorro es una hembra muy bonita.,2.667202636
216,es,reinforce,verb,r________,fortalecer,El acuerdo va a  fortalecer el vínculo entre ambos países.,-0.826162603
217,es,leather,noun,l______,cuero,Tengo una botas nuevas de cuero rojo.,1.334521511
218,es,relieve,verb,r______,aliviar,Me compré esta medicación para aliviar los síntomas del resfriado.,-0.724062201
219,es,shelf,noun,s____,estante,Mi hermano perforó la pared para colgar el estante.,-0.219666937
220,es,tactic,noun,t_____,estrategia,La junta elaboró una nueva estrategia para la empresa.,-2.322112272
221,es,ironic,adjective,i_____,sarcástico,Mi hermano tiene un humor muy sarcástico.,0.324625903
222,es,accelerator,noun,a__________,pedal para aumentar la velocidad,El piloto piso el acelerador al limite para poder ganar la carrera,0.120079533
223,es,preservative,noun,p___________,conservante,La sal era un conservante natural muy importante en el siglo diecinueve.,-0.811050254
224,es,press,verb,p____,pulsar,Hay que pulsar el botón para que funcione el ascensor.,-0.68996795
225,es,awful,adjective,a____,horrible,Este vino sabe a vinagre y está horrible.,0.797417677
226,es,fire,verb,f___,disparar,Hay que pensar siempre antes de disparar.,0.228619522
227,es,digitally,adverb,d________,digitalmente,El doctor tuvo que hacer la revisión digitalmente ya que el aparato se había deñado,1.477957679
228,es,methodology,noun,m__________,metodología,Ha habido muchos cambios en la metodología de la enseñanza de los idiomas en los últimos años.,0.961645587
229,es,overcharge,verb,o_________,cobrar de más,Este restaurante tiene fama de cobrar de más por lo que debes mirar bien la cuenta.,-0.595318621
230,es,path,noun,p___,camino,Este camino conduce a la casa de mi abuela.,1.046802168
231,es,use,noun,u__,empleo,Está permitido el empleo de calculadoras durante el examen.,2.549621221
232,es,base,verb,b___,asentar,Vamos a asentar la compañía en Alicante ya que muchos de nuestros clientes viven ahí.,0.340320356
233,es,commit,verb,c_____,perpetrar,Se le encontró culpable de perpetrar varios crímenes.,0.053464955
234,es,exchange,verb,e_______,intercambiar,Intercambiar ideas en una clase de historia es fundamental.,1.116778158
235,es,helper,noun,h_____,ayudante,"Menos mal que tengo un ayudante, que me quita mucho trabajo.",1.432057005
236,es,dress,noun,d____,vestido,Llevas un vestido muy bonito.,2.791293883
237,es,accidental,adjective,a_________,esporádico,El médico declaró que su muerte fue esporádica,-2.767275221
238,es,hover,verb,h____,planear,El helicóptero tuvo que planear por encima del lago antes de recoger agua.,-2.759991777
239,es,grill,noun,g____,parrilla,Vamos a hacer las hamburguesas a la parrilla.,2.096974318
240,es,senate,noun,s_____,Senado,El Senado de los Estados Unidos es la cámara alta del Congreso.,1.130458084
241,es,pick,noun,p___,selección,La selección de los mejores poemas es dfícil.,-1.350527012
242,es,distribution,noun,d___________,reparto,Una empresa se encargó del reparto de la publicidad.,-1.406950523
243,es,request,verb,r______,solicitar,Llamé a recepción para solicitar una almohada adicional.,-0.297165696
244,es,hatred,noun,h_____,odio,La ignorancia y el miedo pueden generar odio.,-1.166494346
245,es,designer,noun,d_______,creador,El creador de esta colección de abrigos ha estado inspirado este año.,0.701321912
246,es,underweight,adjective,u__________,bajo de peso,Está el niño un poco bajo de peso así que le vamos a poner un régimen especial.,0.366848378
247,es,spill,verb,s____,derramarse,"El derramarse el café sobre la americana del cliente, hizo que se enojara mucho.",-0.920558106
248,es,famous,adjective,f_____,célebre,Es un abogado muy célebre pero no es nada bueno.,2.244709342
249,es,story,noun,s____,cuento,A mi sobrina le encanta el cuento de la bruja.,1.081095422
250,es,want,verb,w___,querer,Los miembros no le van a querer como lider del partido.,2.175743489
251,es,stereo,noun,s_____,estéreo,Me he comprado unos auriculares con sistema estéreo,3.801453569
252,es,easy,adverb,e___,cuidado,"¡Cuidado con ese sillón, chicos! Lo vais a romper.",-2.925347147
253,es,rapid,adjective,r____,veloz,Estamos viendo un crecimiento veloz de las ventas de esta empresa.,0.373067598
254,es,ecological,adjective,e_________,ecológico,La tarea ecológica del mes es recolectar la mayor cantidad de botellas de plástico,1.003052338
255,es,validity,noun,v_______,validez,Puedo dar fe de la validez del documento.,-0.329032919
256,es,convenient,adjective,c_________,cómodo,Trabajar desde casa es mucho más cómodo para mí.,-2.182188895
257,es,curve,noun,c____,Curva,Encontramos muy pocas curvas en la autopista mientras viajabamos,0.660357989
258,es,acute,adjective,a____,severo,El paciente tiene un dolor de oído muy agudo,-1.01407663
259,es,credit,verb,c_____,abonar,Nos van a abonar la mitad del dinero en nuestra cuenta.,-3.067229652
260,es,left,noun,l___,izquierda,Estaba sentada a mi izquierda.,3.500565747
261,es,fan,verb,f__,abanicar,"Cuando hace mucho calor, es bueno abanicarse.",0.029560182
262,es,doctrine,noun,d_______,creencias,Hay que tomar una decisión basada en las creencias de nuestra iglesia.,-3.139845463
263,es,betray,verb,b_____,traicionar,Le castigaron por traicionar a sus compañeros.,0.556761124
264,es,intent,noun,i_____,propósito,Carlos compro unas manzanas con el propósito de venderlas.,-1.073325362
265,es,consumption,noun,c__________,consumo,El consumo del agua en esta zona ha sido muy alto este verano.,-0.767051838
266,es,motorcyclist,noun,m___________,motociclista,El personaje principal de la película era un motociclista que viajaba por el mundo,-0.912341483
267,es,uncertain,adjective,u________,incierto,El futuro del proyecto aún es incierto.,0.213245336
268,es,golden,adjective,g_____,dorado,Tiene el pelo dorado y los ojos azules.,1.526648609
269,es,rage,noun,r___,rabia,Tenía la cara retorcida de rabia.,-0.282126678
270,es,unite,verb,u____,juntarse,Los grupos de residentes locales van a juntarse para oponerse al plan.,-0.590090988
271,es,thriller,noun,t_______,película de suspenso,Vi una película de suspenso anoche en el cine cerca de mi casa.,0.864977931
272,es,provided,misc,p_______,siempre y cuando,"Iré, siempre y cuando las condiciones laborables me sean favorables.",-1.616373533
273,es,disrupt,verb,d______,interrumpir,Un grupo de manifestantes intentaron interrumpir el discurso del presidente.,-1.408767027
274,es,compulsive,adjective,c_________,compulsivo,"Javier tiene un gran problema, es un comprador compulsivo",1.791015881
275,es,establish,verb,e________,instituir,El año pasado decidieron instituir un comité que se ocupara de esta cuestión.,-1.599053191
276,es,stuff,noun,s____,cosas,¿Qué son todas estas cosas que están encima de mi mesa?,-0.250129214
277,es,mean,verb,m___,significar,Ser inteligente puede significar diferentes cosas para diferentes personas.,2.009878347
278,es,draw,verb,d___,dibujar,Me gustaría aprender a dibujar bien.,2.346406539
279,es,mechanical,adjective,m_________,mecánica,hay una mecánica diferente de hacer la clase.,-1.524940759
280,es,blackout,noun,b_______,apagón,Hubo un apagón en el pueblo anoche.,-0.641813949
